0;"Monica: Peter is going to be furious when he finds out...
He's going to make that noise.
 #SiliconValley #SiliconHBO #SiliconValleyHBO"
1;Richard: Yeah, we are the... finally the, the belles of the balls. #SiliconValley #SiliconHBO #SiliconValleyHBO
2;"Naveen: I invited you to my wedding, Gavin. 
Gavin: Why?
 #SiliconValley #SiliconHBO #SiliconValleyHBO"
3;"Erlich: Jesus! This is a good apple. Where did you get this?
Big Head: Oh, I have a fruit guy. #SiliconValley #SiliconHBO #SiliconValleyHBO"
4;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
5;RT @SiliconHBO: Who doesn't want a Pied Piper t-shirt for the holidays? Get 30% off #SiliconValleyHBO products with code: CYBERMONDAYSV htt…
6;Gavin: In case you didn't know, here at Hooli, we make the impossible possible. #SiliconValley #SiliconHBO #SiliconValleyHBO
7;Erlich: You tore double-asshole a third asshole! Triple-A!   #SiliconValley #SiliconHBO #SiliconValleyHBO
8;"Jared: I have a fragile posterior. My aunt used to call me ""glasshole."" #SiliconValley #SiliconHBO #SiliconValleyHBO"
9;"Yeah HBO’s Silicon Valley is confusing; One Month’s Learning Library can clear that up for you. #SiliconValleyHBO https://t.co/N4o58zwANo"
10;"Erlich: Kind of a mentor-mentee sort of thing
Gilfoyle: Coming from a manatee sort of thing. #SiliconValley #SiliconHBO #SiliconValleyHBO"
11;Erlich: You look like a ferret that gave up on himself 6 months ago, Gilfoyle.  #SiliconValley #SiliconHBO #SiliconValleyHBO
12;"RT @SiliconHBO: ""Good and weird in all the right places."" @IndieWire on Season 3 of #SiliconValleyHBO: https://t.co/a9o8MJl4dS https://t.co…"
13;Erlich: Gavin Belson just shit everyone's pants. #SiliconValley #SiliconHBO #SiliconValleyHBO
14;Dinesh: He made it. Farewell, sweet Gina #SiliconValley #SiliconHBO #SiliconValleyHBO
15;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
16;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
17;"Laurie: Please, just stop saying ""Clinkle."" It jars the ear. #SiliconValley #SiliconHBO #SiliconValleyHBO"
18;RT @SiliconHBO: Don't forget to snag your #SiliconValleyHBO swag today. Get 30% off products using the code: CYBERMONDAYSV https://t.co/HxQ…
19;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
20;Did you see the conference nook? Just think of the conferences we could have in this nook - Jared #SiliconValleyHBO
21;Erlich: I own ten percent of an app that locates all nearby water fountains. #SiliconValley #SiliconHBO #SiliconValleyHBO
22;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
23;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
24;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
25;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
26;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
27;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
28;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
29;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
30;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
31;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
32;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
33;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
34;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
35;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
36;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
37;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
38;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
39;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
40;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
41;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
42;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
43;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
44;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
45;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
46;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
47;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
48;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
49;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
50;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
51;RT @SiliconHBO: Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.…
